dataset_id,collection_name,dataset_title,organism,recommended_role,allowed_for_training,allowed_for_pretraining,allowed_for_auxiliary_supervision,reserved_for_external_holdout,allowed_for_model_selection,risk_if_used_for_training,rationale,notes
5b25a46f-f1cf-4caa-9e10-6ab81dfe9174,Persistent T cell unresponsiveness associated with chronic visceral leishmaniasis in HIV-coinfected patients,Longitudinal,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
71513028-e4a0-4c62-a435-16598791690a,HTAN/HTAPP Broad - Spatio-molecular dissection of the breast cancer metastatic microenvironment,HTAPP-997-SMP-7789 scRNA-seq,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
fbdd8c17-b34a-4cbc-abc4-1aeaa294a538,"Transcriptome Analysis of Archived Tumor Tissues by Visium, GeoMx DSP, and Chromium Methods Reveals Inter- and Intra-Patient Heterogeneity",Breast cancer 4 patients archival FFPE samples profiling with Chromium FLEX,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
54d56674-e4e1-4e3c-9110-ea5cc2ac0eb5,HTAN/HTAPP Broad - Spatio-molecular dissection of the breast cancer metastatic microenvironment,HTAPP-917-SMP-4531 scRNA-seq,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
2ac76f1b-43ef-4271-8686-2f165570989f,A molecular cell atlas of COVID-19 initiation in human lung,All annotated cells from infection 1,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
c7d0def0-2dcd-4111-902b-67e6baeac119,HTAN/HTAPP Broad - Spatio-molecular dissection of the breast cancer metastatic microenvironment,HTAPP-880-SMP-7179 scRNA-seq,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
86282760-5099-4c71-8cdd-412dcbbbd0b9,Blood and immune development in human fetal bone marrow and Down syndrome,Fetal Bone Marrow (10x) - Down Syndrome,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
138423b0-4fde-47d2-acac-c2de8082a152,A single-cell atlas of human and mouse white adipose tissue,A Single-Cell Atlas of Mouse White Adipose Tissue - Mouse immune cells,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping; peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
a2da8d7b-54a8-47d1-a0d3-aafcd0535f00,A single-cell atlas of human and mouse white adipose tissue,A Single-Cell Atlas of Mouse White Adipose Tissue,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping; peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
7b6bab5a-f9c4-4a56-9ed4-3b9079b14867,Single cell transcriptomic analyses of the dynamic local and systemic response to cardiac injury in mice and zebrafish.,Mouse -- all cells,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping; peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
b6f472f1-a58d-43a7-a898-2d6822a0b2b2,iPain atlas,iPain Atlas DRG All Cells - RNA,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping; peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
48b37086-25f7-4ecd-be66-f5bb378e3aea,Tabula Muris Senis,All - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - 10x,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping; peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
6c6b4c47-096d-4084-97e7-714ee10c556c,Time-resolved single-cell analysis of Brca1 associated mammary tumourigenesis reveals aberrant differentiation of luminal progenitors,Time-resolved single-cell analysis of Brca1 associated mammary tumourigenesis reveals aberrant differentiation of luminal progenitors,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping; peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
25818bf7-e2a7-41ec-8ff2-bc369c0ff4f5,Multi-omic and spatial analysis of mouse kidneys highlights sex-specific differences in gene regulation across the lifespan,Multi-omic and spatial analysis of mouse kidneys highlights sex-specific differences in gene regulation across the lifespan,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping; peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
a48343a2-7570-49d0-8849-9db6c21dffcb,Single Nuclei Atlas of Innervated and Denervated Mouse Muscle,"Sciatic nerve cut, BoTX injected and MuSK knockout muscles",Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping; peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
586bc89e-a4a1-4f60-a7b4-3d191f982286,Single Nuclei Atlas of Innervated and Denervated Mouse Muscle,Denervated by sciatic nerve transection,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping; peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
0bd1a1de-3aee-40e0-b2ec-86c7a30c7149,Tabula Muris Senis,Bone marrow - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - 10x,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping; peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
4c4cfb38-c2af-4524-8ef8-bbcf1b6e2670,A human embryonic limb cell atlas resolved in space and time,mouse_limb_scRNAseq,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping; peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
a7ace090-1ba1-47f2-8def-6e11298b7816,Tabula Muris Senis,Limb muscle - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - 10x,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping; peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
2ab892f9-d2b0-40d0-9a62-a376ee5d4334,Single Nuclei Atlas of Innervated and Denervated Mouse Muscle,Innervated only,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping; peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
ff4cfa86-9c0c-4b7c-abd6-90547657d04f,HTAN/HTAPP Broad - Spatio-molecular dissection of the breast cancer metastatic microenvironment,HTAPP-213-SMP-6752 scRNA-seq,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
584a1915-74ac-4659-a953-f2db8c6a90c5,Profiling of epithelial functional states and fibroblast phenotypes in hormone therapy-naïve localised prostate cancer,Single-cell atlas of 24 hormone therapy naive localised prostate cancers -- Myeloid subset,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
731e0ae7-e600-470f-a6dc-8c35c28d6c3d,Mouse perinatal heart maturation scRNA-seq,Mouse perinatal heart maturation scRNA-seq,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping; peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
5d6d404a-86f9-419e-9928-56276904819c,iPain atlas,iPain Atlas TG All Cells - RNA,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping; peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
bedee313-cbf4-44a5-a0cd-2ca5bb2068dc,Human skeletal muscle ageing atlas,Mouse muscle cells and nuclei,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping; peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
